"planet_key"|"PLANET"|"Star_idx"|"Mass"|"Density"|"Relative Radius"|"type_terrain"|"type of climate"
669|"Algieba Morphean"|3188|1,44|1,486|0,99|"plain:bog:lakes:ash:vine:field:jungle"|"hot:artic:rocky:subartic:superheated"
670|"Reikon Resonance Gamma"|8855|4,25|0,818|1,73|"glacier:tundra:jungle:savanna:hill:volcano"|"frigid:tropical:windy:arid:artic:superheated"
671|"Nikawiy Alpha"|2100|3,26|1,06|1,45|"lakes:scrubland"|"frigid:subartic:humid:windy:hot:arid"
672|"Nikawiy Psi"|2100|1,69|1,231|1,11|"river"|"temperate"
673|"Arcanara Typhonian"|6691|2,94|1,318|xx|"rocky desert:plateau:reef:rocky island"|"tropical:frozen:temperate"
674|"Aurora Anomaly Undecimal"|3865|8,21|1,14|1,93|"lakes:lava river:island:acid pool:ocean"|"artic:frigid:hot:rocky"
675|"Aurora Anomaly Quintal"|3865|1,21|1,048|1,05|"city"|"tropical:artic:subartic:arid"
676|"Aurora Anomaly Decimal"|3865|6,03|0,584|2,18|"valley:grassy hill:ice canyon:jungle:rock arche"|"artificial temperate:hot:humid:frigid:rocky:frozen:subartic"
677|"Aurora Anomaly Tertial"|3865|8,11|0,548|2,45|"sinkholes:jungle:canyons"|"artificial temperate:frigid:tropical:hot:windy:subartic:frozen"
678|"Dziban Athenian"|2476|7,44|1,411|1,74|"sea:ocean:verdant"|"tropical:subartic:windy:humid"
679|"Dziban Cerberian"|2476|1,25|1,284|0,99|"vine:plateau:sinkholes:reef:valley"|"hot:rocky:artic:subartic:frigid:windy"
680|"Dziban Irisian"|2476|2,95|1,256|1,33|"cave"|"frigid"
681|"Dziban Typhonian"|2476|xx|0,977|1,73|"ice canyon"|"frozen:rocky"
682|"Pulsariax Aphroditos"|3293|3,05|1,172|1,38|"rock arche:cliff"|"superheated:humid:hot:artificial temperate:artic"
683|"Isis' Celestial Gaian"|9335|9,12|1,093|2,03|"lava river:toxic cloudsea:rainforest"|"subartic:frozen:superheated"
684|"Aozora Nebula Tritonian"|7295|5,95|0,75|1,99|"glacier:river:valley:cave:rocky island"|"frigid:windy:artificial temperate:humid:temperate"
685|"Polis Quartal"|348|1,55|0,685|1,31|"cityscape"|"arid:subartic:humid"
686|"Polis Nonal"|348|3,03|1,122|1,39|"lakes"|"rocky:superheated:artificial temperate:artic:humid:windy:tropical"
687|"Polis Duodecimal"|348|0,92|1,006|0,97|"lava river"|"frigid:superheated:tropical"
688|"Ephemeral Abyss Iota"|5585|3,2|0,87|1,54|"island:mountain:scrubland:verdant:cliff:city"|"artificial temperate:arid:rocky:artic"
689|"Ephemeral Abyss Omega"|5585|1,78|1,045|1,19|"desert:grassy hill"|"artificial temperate:temperate:frigid:rocky:hot:frozen"
690|"Ephemeral Abyss Theta"|5585|5,44|0,829|1,87|"grassland:swamp:ash"|"windy:artificial temperate:temperate:hot:tropical"
691|"Quasarionix Selenean"|6505|4,17|0,754|1,77|"cityscape:cliff:savanna"|"superheated:artic"
692|"Fjordfall Aphroditos"|3020|2,16|0,742|1,43|"plateau:lava river:jungle:rocky island"|"arid:frozen:humid:frigid"
693|"Regulus Psi"|4349|1,66|0,866|1,24|"volcano:valley"|"temperate:superheated"
694|"Regulus Lambda"|4349|2,03|0,915|1,3|"lava river:vine:reef"|"humid:arid"
695|"Kagayaki Celestial XIV"|8720|2,15|1,118|1,24|"ice canyon:ash"|"tropical:temperate:artic:superheated"
696|"Kagayaki Celestial XXIII"|8720|2,04|1,11|1,22|"glacier:desert:ocean:forest"|"rocky:windy:artificial temperate:artic:temperate"
697|"Nebulium Titanos"|1908|9,75|0,987|2,15|"glacier"|"temperate:frozen:arid:hot:tropical"
698|"Rasalhague Alpha"|4020|2,68|0,669|1,59|"cityscape:tundra:lakes:mountain"|"tropical:rocky:frigid"
699|"Rasalhague Theta"|4020|1,56|1,073|1,13|"ash:island:ocean:rainforest:rocky desert:volcano:city:vine"|"frozen:artificial temperate:artic:superheated:subartic:hot"
700|"Aldebaran Duodecimal"|2671|1,91|0,972|xx|"reef:rainforest:forest"|"hot:tropical:temperate"
701|"Aldebaran Tertial"|2671|6,91|0,539|2,34|"glacier:cave:field"|"frozen:temperate:tropical:frigid"
702|"Aldebaran Decimal"|2671|6,11|0,979|xx|"reef:rocky desert"|"humid:windy:rocky"
703|"Atlas IX"|8222|1,79|0,865|1,27|"acid pool:urban:cityscape:valley:rocky island"|"rocky:arid:temperate:windy"
704|"Atlas VIII"|8222|6,17|0,918|1,89|"plateau:sea"|"humid:temperate:tropical:artificial temperate"
705|"Cacophonic Murmurs Dionysios"|86|1,06|0,89|1,06|"ice cave:hill:glacier"|"hot:frigid"
706|"Bunda Rho"|3080|2,37|1,158|1,27|"grassy hill:tundra:cityscape:bog:vine"|"temperate:artic:frigid"
707|"Bunda Psi"|3080|1,5|1,017|xx|"sinkholes:cave:city:lakes:river:reef"|"hot:subartic:artificial temperate:frigid"
708|"Bunda Lambda"|3080|0,84|0,616|1,11|"plain:ice canyon"|"windy:frozen"
709|"Sham Duodecimal"|701|3,64|0,886|1,6|"rocky island:bog:sinkholes"|"artificial temperate:subartic:rocky:hot"
710|"Sham Quintal"|701|3,16|0,919|1,51|"plateau"|"tropical"
711|"Kaus Borealis XXIII"|7764|5,44|0,973|1,78|"grassland"|"humid:artic"
712|"Eclipsix Dionysios"|3576|8,41|1,099|1,97|"reef:bog:jungle:field:cliff:canyons"|"windy:arid:superheated:tropical:temperate"
713|"Haedus Wu"|5229|3,87|0,83|1,67|"rocky island"|"artificial temperate:frigid"
714|"Haedus Ba"|5229|3,83|1,433|1,39|"lakes:plateau:glacier:sinkholes:cliff"|"subartic:frozen:rocky:superheated"
715|"Haedus Si"|5229|6,13|0,777|1,99|"cliff:field"|"artificial temperate:artic"
716|"Elgafar Psi"|2557|8,07|0,785|2,17|"island:glacier:cityscape:ice canyon:grassy hill:lava river:field:forest"|"humid:artificial temperate:temperate:tropical:arid:subartic"
717|"Spectronix Asclepian"|1324|1,41|0,96|1,14|"rainforest:acid pool:forest"|"windy:humid:tropical:artificial temperate:hot"
718|"Spectronix Pegasusian"|1324|1,04|0,668|1,16|"jungle:plateau:valley:grassland:volcano:barren:fungus forest:rock arche:bog"|"frozen:humid:arid:artificial temperate:tropical:superheated"
719|"Alphard Kappa"|4097|3,76|1,25|1,44|"verdant:cave:scrubland"|"hot:windy:tropical:artificial temperate:arid"
720|"Okab Qi"|150|4,28|0,948|1,65|"plateau:urban"|"windy:humid:temperate"
721|"Okab San"|150|0,45|1,06|0,75|"urban:grassland:bog:sea:glacier:river:jungle:cityscape"|"temperate:tropical:humid:frigid:superheated:subartic"
722|"Aurum Obscura Zeta"|880|1,42|1,157|1,07|"grassland:rocky canyon:forest:fungus forest"|"subartic:temperate:tropical"
723|"Aurum Obscura Kappa"|880|3,29|1,134|1,43|"ocean"|"artificial temperate"
724|"Revati Kappa"|2165|xx|1,211|1,85|"reef:cityscape:urban"|"frigid:windy:artificial temperate:humid:tropical"
725|"Blizzardclaw Sirenios"|3081|4,38|1,044|1,61|"jungle"|"tropical:arid:humid:subartic"
726|"Sirius Quintal"|8998|6,32|0,506|2,32|"ocean:bog"|"subartic:arid:hot:frozen"
727|"Nahn Septimal"|9722|4,47|1,174|1,56|"ice canyon:cliff:toxic cloudsea"|"frozen:artic"
728|"Nahn Undecimal"|9722|1,73|1,134|1,15|"reef:verdant:acid pool:bog:tundra:river:plateau:urban"|"frigid:frozen:artificial temperate:artic:rocky:windy:temperate"
729|"Pharaoh's Reverie V"|2042|2,92|0,688|1,62|"lakes:rocky desert:vine"|"frozen:arid"
730|"Pharaoh's Reverie XX"|2042|4,77|0,944|1,72|"acid pool:ash:jungle:island:lava river:savanna:cliff"|"windy:frigid:artic:hot:subartic:frozen"
731|"Sumi Cascade Octal"|3592|2,35|0,893|1,38|"plain"|"artificial temperate:subartic:windy"
732|"Sumi Cascade Quartal"|3592|0,76|1,359|0,82|"volcano:hill:fungus forest"|"superheated:tropical:arid:windy"
733|"Sumi Cascade Quintal"|3592|5,96|1,176|xx|"urban:swamp:plateau:grassy hill"|"humid:tropical:frozen:windy:artic:subartic:temperate"
734|"Menkent Liu"|5433|5,96|0,942|1,85|"valley:ocean"|"frozen:temperate:subartic"
735|"Menkent San"|5433|3,95|0,77|1,72|"jungle:vine:plateau:reef:rock arche"|"humid:tropical:rocky"
736|"Cleopatra's Expanse XII"|3591|5,81|1,186|1,7|"vine"|"artificial temperate"
737|"Cosmoflare Selenean"|8700|3,25|0,832|1,57|"lava river:swamp:forest:city"|"rocky:tropical:superheated"
738|"Cosmoflare Artemian"|8700|1,71|1,245|1,11|"cliff:reef:river"|"artificial temperate:rocky:frozen:artic"
739|"Cosmoflare Nyxios"|8700|1,38|0,866|1,17|"plain:cityscape"|"arid:temperate:artificial temperate:windy"
740|"Cosmoflare Olympus"|8700|5,27|1,508|1,52|"grassland:river:plateau:ice canyon"|"rocky:subartic:artic:humid:artificial temperate"
741|"Tsubasa Echoes Irisian"|8068|8,54|0,293|3,08|"jungle:field:cityscape:urban:valley:swamp:volcano:rock arche"|"superheated:subartic:artic:frozen:humid"
742|"Dìwö Selenean"|117|1,77|0,818|1,29|"rocky desert:volcano"|"rocky:frozen:superheated:frigid"
743|"Furud XIX"|5534|2,63|0,917|1,42|"rocky desert:ice canyon"|"artic:windy"
744|"Furud XXI"|5534|1,62|1,306|1,07|"lakes:cityscape:rocky island:jungle:desert:jungle"|"humid:temperate:artificial temperate:hot"
745|"Furud XXIII"|5534|1,41|0,829|1,19|"volcano:swamp"|"rocky:frigid:arid:artic:humid:hot:tropical"
746|"Mintaka Xi"|7059|0,65|0,531|1,07|"rocky desert:lava river"|"temperate:artic:superheated:subartic"
747|"Oakenshield XIII"|950|2,66|0,933|1,42|"canyons"|"arid:temperate:rocky:subartic:artic"
748|"Oakenshield XX"|950|7,02|1,453|1,69|"cityscape:savanna:river:toxic cloudsea"|"artificial temperate:frozen:subartic:hot:frigid:tropical"
749|"Hikari Nebula Zeta"|8576|1,28|1,041|1,07|"reef:ice canyon:tundra:plain:ice cave:sinkholes:vine"|"hot:frozen:artificial temperate:temperate:subartic"
750|"Hikari Nebula Phi"|8576|2,87|0,475|1,82|"volcano:mountain:cave:island"|"humid:temperate:hot"
751|"Hikari Nebula Lambda"|8576|8,72|0,897|2,13|"plateau:verdant:tundra:field:jungle:toxic cloudsea"|"artic:superheated:frigid:rocky:tropical:humid:artificial temperate"
752|"Quasarionara Hermesios"|5658|8,18|0,788|2,18|"city"|"frigid:humid:hot"
753|"Quasarionara Aphroditos"|5658|1,42|1,156|1,07|"rocky canyon:sea"|"subartic:temperate:arid:rocky:artic:tropical"
754|"Zephyrion Lambda"|8584|4,68|0,63|1,95|"swamp:jungle:lava river:reef"|"frozen:humid:hot:superheated:subartic"
755|"Pulsarianix Theta"|2381|2,15|1,395|1,16|"lakes:ocean:lava river"|"arid:windy:temperate:artificial temperate:subartic"
756|"Pulsarianix Upsilon"|2381|7,39|0,776|2,12|"savanna"|"artificial temperate:rocky"
757|"Pulsarianix Lambda"|2381|7,21|0,562|2,34|"canyons:rocky island:urban:valley"|"frigid:rocky:artificial temperate:temperate"
758|"Fuyue VII"|3699|1,77|0,632|1,41|"ocean:forest:canyons:jungle:rocky canyon"|"tropical:temperate:rocky:subartic"
759|"Fuyue XVII"|3699|1,85|0,99|1,23|"ice canyon:vine:rocky island:river:island"|"artificial temperate:frigid:temperate:windy"
760|"Fuyue IV"|3699|0,93|1,521|0,85|"fungus forest:glacier:bog:ice canyon:field"|"frigid:artic:humid"
761|"Ukiyo Reverie Octal"|3556|3,21|1,574|1,27|"grassy hill:mountain:barren:cliff:savanna:jungle:lava river:city"|"artificial temperate:artic:hot:subartic:humid:arid:windy"
762|"Ukiyo Reverie Vigesimal"|3556|7,82|1,115|1,91|"ice canyon:cityscape:island:acid pool"|"rocky:frigid:artificial temperate:artic"
763|"Quantronix Astraeos"|5766|3,19|0,886|1,53|"rocky desert"|"frozen"
764|"Asterope Iota"|2298|6,81|1,12|1,83|"desert"|"rocky:tropical:superheated:subartic"
765|"Sora Vigesimal"|154|1,91|0,869|1,3|""|"windy"
766|"Sora Quintal"|154|1,39|0,827|1,19|"desert:fungus forest:cliff:rocky island:jungle:plateau"|"rocky:artificial temperate:superheated:humid:tropical"
767|"Aniara Theta"|9388|4,37|0,837|1,73|"lava river:rocky desert:acid pool:rocky canyon:plain"|"hot:frigid:tropical:arid"
768|"Aniara Upsilon"|9388|1,3|0,805|1,17|"desert:volcano"|"hot:humid:artic:frigid"
769|"Setsuna XV"|8983|1,79|1,067|1,19|"verdant:grassland:canyons:acid pool:toxic cloudsea"|"humid:windy:temperate:artic:frigid:artificial temperate"
770|"Setsuna II"|8983|1,76|1,237|1,12|"field:ice canyon:jungle"|"subartic:frigid:arid:humid"
771|"Setsuna XXII"|8983|xx|1,004|0,72|"sea:cave:rock arche"|"humid:arid"
772|"Wasat Liu"|3905|0,72|0,947|0,91|"vine:scrubland:plain:barren:cliff:volcano"|"tropical:rocky:arid:superheated"
773|"Frostfang Secant"|683|3,83|0,541|1,92|"reef:rocky desert:grassy hill:field:rock arche"|"hot:artificial temperate:humid"
774|"Dubhe Chi"|7767|0,72|1,115|0,86|"island"|"artificial temperate:temperate"
775|"Dubhe Nu"|7767|8,85|0,802|2,23|"plateau"|"temperate:humid:hot:tropical"
776|"Dubhe Omicron"|7767|3,36|1,163|1,42|"cityscape:rocky canyon"|"artic:superheated:artificial temperate:arid"
777|"Sadalsuud Sextant"|5043|0,66|0,514|1,09|"grassy hill:field:rock arche:ice cave:city:forest:ocean:grassland:urban"|"artificial temperate:subartic:humid:frozen:frigid:temperate:rocky"
778|"Sadalsuud Quintal"|5043|3,99|1,301|1,45|"reef:ocean"|"arid:windy:frozen:rocky:superheated:artificial temperate"
779|"Sadalsuud Vigesimal"|5043|2,7|0,755|1,53|"river:cityscape:glacier"|"artificial temperate:frozen"
780|"Asahi Olympus"|9032|1,13|0,695|1,18|"grassland:ocean:city:urban:valley:ice canyon"|"frigid:subartic:superheated:hot:windy:temperate:tropical"
781|"Astraflux I"|4282|5,03|0,625|2|"sinkholes:swamp"|"frozen:rocky:artificial temperate:hot:frigid:humid:arid"
782|"Vorpal Abyss Gamma"|1851|2,19|1,061|1,27|"plateau:barren"|"frozen:superheated:frigid:arid"
783|"Vorpal Abyss Beta"|1851|1,87|1,005|1,23|"verdant:acid pool:lakes:tundra"|"temperate:frozen:superheated:subartic:frigid:rocky:windy"
784|"Vorpal Abyss Omega"|1851|0,4|0,983|0,74|"savanna:ice cave:island:ice canyon:sea"|"superheated:artic:subartic:frigid"
785|"Cor Caroli Vigesimal"|9659|0,64|0,976|0,87|"forest"|"humid:superheated:hot:tropical"
786|"Mirzam Irisian"|2622|1,68|1,033|1,18|"urban"|"rocky:superheated"
787|"Moldoveanu VI"|139|0,9|1,18|0,91|"mountain:lava river:volcano:ice cave:verdant"|"windy:artic:arid:superheated"
788|"Moldoveanu XIV"|139|2,88|1,209|1,34|"rocky canyon:river"|"tropical:humid"
789|"Stellarastra Shi"|1912|0,87|1,469|0,84|"ice canyon:plateau"|"frozen"
790|"Stellarastra Qi"|1912|1,87|0,914|1,27|"ocean:acid pool:bog:river:field"|"frozen:hot:superheated:arid"
791|"Stellarastra Jiu"|1912|3,27|0,673|1,69|"island:grassland:hill"|"temperate:subartic:superheated:frigid"
792|"Stellarastra Ba"|1912|0,55|0,749|0,9|"city:valley:plain:sea"|"hot:frigid:superheated:temperate:windy"
793|"Dingolay Rho"|4641|0,73|1,021|0,89|"verdant"|"windy:hot"
794|"Dingolay Epsilon"|4641|1,86|0,812|1,32|"valley"|"rocky:arid:frigid:windy"
795|"Mebsuta Omega"|4464|0,55|1,435|0,73|"lava river:cliff:island"|"temperate:arid:windy:humid"
796|"Mebsuta Lambda"|4464|1,38|1,23|1,04|"ocean:ice canyon:glacier:canyons:forest"|"temperate:windy:rocky:subartic"
797|"Torii Shadows Yi"|3734|4,04|0,859|xx|"mountain:cityscape"|"rocky:artificial temperate"
798|"Wyrmslayer Sextant"|8205|1,28|0,957|1,1|"forest:ice cave:ice canyon:acid pool:plateau"|"frigid:superheated:tropical:frozen"
799|"Wyrmslayer Secant"|8205|8,68|1,091|xx|"savanna:reef"|"rocky:subartic:windy:frigid"
800|"Wyrmslayer Quartal"|8205|7,86|1,126|1,91|"volcano"|"superheated:arid:rocky:frozen"
801|"Alruba XI"|956|0,47|0,6|0,92|"grassy hill:cliff:island:ice cave:verdant:river"|"windy:temperate:tropical:humid:subartic"
802|"Alruba IV"|956|3,66|1,161|1,47|"lakes:rocky desert:cave"|"artic:windy:tropical:humid:frigid"
803|"Alruba VII"|956|5,15|1,073|1,69|"cliff"|"frigid:arid:artic:windy"
804|"Alruba V"|956|2,25|0,991|1,31|"island:canyons:ash:hill:rainforest"|"humid:frozen:temperate:subartic:hot:artificial temperate"
805|"Abyssal Mirage X"|624|6,39|1,18|1,76|"grassy hill:bog:acid pool:rocky desert:city:river:ocean"|"temperate:subartic:frigid:humid:artic:windy"
806|"Phecda Alpha"|2345|xx|1,253|1,61|"lakes:ocean"|"temperate:artic:frigid:superheated"
807|"Lunar Mirage Sigma"|9208|3,4|0,892|1,56|"river:city"|"humid:hot:frozen:artificial temperate:rocky"
808|"Alula Australis Kappa"|8841|0,94|0,67|1,12|"reef:bog:tundra"|"arid:windy:humid:frigid:artic:superheated:tropical"
809|"Sakura's Silence Tau"|5574|4,29|0,959|1,65|"desert:cave"|"windy:artificial temperate:hot"
810|"Sakura's Silence Beta"|5574|6,21|1,52|1,6|"fungus forest:cave:cityscape:city:lakes"|"superheated:artic:hot:frozen"
811|"Scarabian Cosmos Demetrian"|1806|2,94|1,237|1,33|"desert:ice canyon"|"hot:subartic:arid:windy:frozen"
812|"Sekhmet's Mirage Hadean"|9578|1,63|0,505|1,48|"grassy hill:vine:bog"|"humid:rocky"
813|"Sekhmet's Mirage Dionian"|9578|8,63|0,689|2,32|"field:rock arche:rainforest:plateau:acid pool"|"humid:artic:frozen:temperate"
814|"Sekhmet's Mirage Asclepian"|9578|1,98|1,059|1,23|"fungus forest:cave:valley:rock arche:jungle"|"superheated:tropical:artic:rocky:temperate"
815|"Sekhmet's Mirage Pantheon"|9578|6,73|0,925|1,94|"cliff:forest:ice cave:volcano:scrubland"|"arid:artic:windy:superheated:temperate"
816|"Lionrock XVII"|9292|6,52|1,197|1,76|"glacier:ice canyon:cityscape:hill:plain:lakes"|"artic:frigid:frozen:subartic"
817|"Kōri III"|3158|1,98|1,067|1,23|"bog:river"|"superheated:artic:hot"
818|"Kōri II"|3158|2,5|0,976|1,37|"canyons:lava river:plateau:desert"|"artic:tropical:temperate:superheated"
819|"Gakyid Omega"|6216|3,85|0,924|1,61|"toxic cloudsea:rocky desert"|"frozen:rocky"
820|"Cassionara Sigma"|2682|7,92|0,908|2,06|"acid pool:glacier:lava river:valley:bog:grassy hill:rocky island"|"artificial temperate:frozen:hot:humid:arid:superheated:subartic"
821|"Cassionara Upsilon"|2682|3,83|0,902|1,62|"sinkholes:rocky desert:glacier"|"superheated:artic"
822|"Solaris Hadean"|5609|0,57|1,223|0,78|"mountain:city:jungle"|"windy:frozen:tropical:artic"
823|"Hatysa Hecatean"|4017|4,68|1,138|1,6|"cliff:ice canyon"|"frozen:subartic:superheated"
824|"Hatysa Demetrian"|4017|6,64|0,628|2,19|"lakes:bog:ice cave:river:lava river"|"artificial temperate:hot:artic:superheated"
825|"Hatysa Poseidian"|4017|5,89|1,306|1,65|"lakes:valley:rocky island"|"hot:artificial temperate"
826|"Bharani Psychean"|1147|2,13|1,157|1,23|"valley:field"|"subartic:humid"
827|"Tonatiuh Hecatean"|6515|1,8|0,864|1,28|"river"|"artificial temperate:temperate:arid:superheated:frigid"
828|"Dracothra Atlasios"|5671|0,48|0,983|0,79|"cityscape:rock arche:toxic cloudsea:barren:vine"|"artic:tropical:arid"
829|"Chamukuy I"|5284|4,81|0,696|1,91|"bog:lava river"|"humid:windy:arid"
830|"Chamukuy XV"|5284|8,85|1,187|1,95|"grassy hill"|"artic:hot:rocky:temperate"
831|"Chamukuy VIII"|5284|xx|0,876|1,06|"plain:toxic cloudsea:scrubland:lakes:swamp:jungle"|"arid:artic:tropical:temperate:frigid:artificial temperate"
832|"Inquill Dionian"|8758|9,12|0,959|2,12|"city:volcano:hill"|"hot:rocky:superheated:windy"
833|"Rasalas XIV"|9126|1,91|0,87|1,3|"reef"|"temperate"
834|"Rasalas X"|9126|2,58|1,169|1,3|"plain"|"temperate:arid:frigid:tropical:subartic:frozen"
835|"Rasalas XXII"|9126|3,1|0,766|1,59|"valley:plateau:rock arche:ice cave:city"|"superheated:frozen:windy:temperate"
836|"Yugure Radiance Duodecimal"|5948|xx|1,136|1,3|"lakes:verdant:rock arche"|"frozen:frigid"
837|"Zypheron Oranos"|686|3,22|0,507|1,85|"bog:valley:city:toxic cloudsea:verdant:plain:ash:canyons"|"tropical:humid:hot:artic:superheated"
838|"Zypheron Nymphios"|686|3,51|1,02|1,51|"cityscape:lakes:river:cliff:swamp:tundra:jungle:ice cave:desert"|"tropical:subartic:artic:superheated:rocky:temperate"
839|"Aetherial Mirage Chi"|2237|3,01|0,56|1,75|"plain:savanna"|"tropical:windy"
840|"Aetherial Mirage Pi"|2237|2,28|1,257|1,22|"hill:plain"|"superheated"
841|"Aetherial Mirage Upsilon"|2237|4,31|0,786|1,76|"savanna:rocky canyon:rainforest"|"arid:artificial temperate:temperate:tropical:windy"
842|"Albireo Zeta"|5273|8,36|1,287|1,87|"ocean:city:sea"|"windy:temperate:superheated"
843|"Albireo Mu"|5273|4,25|0,861|1,7|"desert:ice canyon:sinkholes:volcano"|"hot:temperate:artificial temperate:frigid:subartic:superheated"
844|"Ninja's Horizon Pi"|2839|2,18|0,654|1,49|"forest:ocean:plain:island"|"arid:temperate:rocky:frigid:humid:subartic"
845|"Ninja's Horizon Alpha"|2839|2,72|0,771|1,52|"lakes:plateau:canyons"|"artificial temperate:frozen:humid"
846|"Cassioflux Alpha"|3182|0,77|1,079|0,89|"sinkholes:mountain:hill:field:river"|"tropical:superheated:hot:rocky:windy:frozen"
847|"Alpheratz XIX"|4297|7,97|1,027|1,98|"sea:rock arche:volcano:river"|"windy:arid:artic:artificial temperate"
848|"Diadem Septimal"|1348|5,09|1,446|1,52|"city:ice canyon"|"frigid"
849|"Diadem Sextant"|1348|7,54|1,014|1,95|"sea:vine:sinkholes:cityscape"|"hot:humid:temperate:artificial temperate"
850|"Aurora Phantasm Alpha"|6518|xx|0,514|1,89|"bog:island"|"subartic:humid"
851|"Aurora Phantasm Nu"|6518|1,15|1,009|1,04|"desert:rocky island"|"superheated:arid:frozen:subartic:humid:tropical:hot"
852|"Aurora Phantasm Lambda"|6518|3,9|0,938|1,61|"island:desert:cliff:ice canyon:savanna:rocky island"|"rocky:frozen:tropical:artic"
853|"Dracozen Upsilon"|8077|0,86|0,624|1,11|"sea:ice cave"|"subartic:superheated:windy:hot"
854|"Dracozen Epsilon"|8077|2,66|1,115|1,34|"valley:plateau"|"superheated:arid:frozen:frigid:humid:artic:artificial temperate"
855|"Dracozen Delta"|8077|3,88|1,274|1,45|"plateau:ice cave:ice canyon:cliff:urban:forest"|"frigid:artic:frozen:humid:tropical"
856|"Dracozen Alpha"|8077|8,77|1,275|1,9|"grassland:reef:ocean:canyons:bog:sea:glacier:ice cave"|"windy:subartic:frigid:rocky:tropical:temperate"
857|"Scheat Aphroditos"|4006|3,56|0,985|1,53|"urban:ice cave"|"subartic:humid:arid"
858|"Horus' Ascendance VI"|6807|7,57|0,948|2|"lakes:savanna:city:plain:vine:sinkholes:river:glacier"|"frozen:rocky:humid:hot:frigid:artificial temperate:tropical"
859|"Liesma Mu"|1792|5,19|0,854|1,83|"bog:ocean"|"windy:subartic:temperate"
860|"Liesma Omicron"|1792|1,87|1,319|1,12|"desert"|"arid"
861|"Brimstone IV"|4663|1,65|1,176|xx|"island:rocky canyon:sea"|"arid:superheated:temperate"
862|"Shaula Secant"|2011|5,59|1,278|1,64|"mountain:cityscape"|"superheated"
863|"Lunariara Upsilon"|544|4,38|0,997|xx|"plain"|"artificial temperate:frigid:frozen"
864|"Stoneshaper Helios"|7225|8,35|1,456|1,79|"volcano:grassy hill"|"superheated:arid:humid"
865|"Stoneshaper Hecatean"|7225|1,15|1,098|xx|"savanna:river"|"superheated:rocky"
866|"Heliosys Athenian"|1307|1,58|0,956|1,18|"swamp:canyons:rocky canyon"|"temperate:humid"
867|"Sphinx Nebula XIX"|2643|xx|0,966|0,86|"plain:river"|"rocky"
868|"Salm Artemian"|3137|1,32|0,884|1,14|"jungle:jungle:ice canyon:hill:field:island"|"tropical:subartic:superheated:windy:rocky"
869|"Amun-Ra Mirage Olympus"|191|2,7|1,17|1,32|"barren"|"arid:subartic:humid:rocky"
870|"Hannya's Silence Morphean"|6812|8,03|1,283|1,84|"hill:rocky canyon:rock arche:mountain:sea:forest:reef"|"frozen:artificial temperate:windy:artic:frigid:superheated"
871|"Pherkad Pi"|7728|1,67|0,866|1,24|"ice cave:fungus forest"|"superheated:tropical:frozen"
872|"Osiris Cascade Prime"|227|2,19|0,722|1,45|"fungus forest:rocky canyon:urban"|"tropical:arid:windy"
873|"Osiris Cascade Quartal"|227|6,73|0,8|2,03|"cave:bog:valley"|"temperate:rocky:frozen:artic:frigid"
874|"Mönch Wu"|6712|7,8|1,011|1,98|"vine:lakes:glacier:toxic cloudsea:rocky island"|"rocky:frigid:frozen:hot:tropical"
875|"Astral Mirage Eta"|7891|5|1,075|1,67|"rocky canyon"|"frozen:humid:rocky:frigid:superheated:temperate:tropical"
876|"Botein Duodecimal"|9341|4,33|0,907|1,68|"glacier:valley"|"subartic"
877|"Botein Quartal"|9341|1,3|0,971|1,1|"lava river:glacier"|"artic:frozen:arid:windy:rocky"
878|"Botein Sextant"|9341|5,91|1,123|1,74|"cave"|"subartic:humid:arid"
879|"Zypheria Tertial"|9548|1,44|1,03|1,12|"swamp:ice cave:rocky desert"|"humid:superheated:hot:frozen:tropical"
880|"Quasar Seraph Delta"|1129|6,76|1,093|1,84|"plain:cliff"|"subartic"
881|"Quasar Seraph Xi"|1129|4,71|0,718|1,87|"sea:lava river:grassland"|"temperate:rocky:superheated:artificial temperate:subartic:windy:frigid"
882|"Eaglecrest Yi"|5354|2,11|1,004|1,28|"canyons:ash:lakes"|"arid:artic:superheated"
883|"Snowstrider Wu"|4043|3,16|0,835|1,56|"verdant:plain:vine:cityscape:island:rock arche"|"tropical:subartic:humid:frigid:rocky"
884|"Snowstrider Si"|4043|4,47|1,036|1,63|"grassy hill:bog:volcano:ocean:fungus forest"|"hot:frigid:subartic:frozen:superheated"
885|"Celaeno Delta"|7676|5,65|1,332|1,62|"barren:rainforest:river"|"humid:artificial temperate:arid:artic"
886|"Celaeno Beta"|7676|5,27|0,718|1,94|"reef:canyons"|"rocky:tropical:artificial temperate"
887|"Alrakis Sextant"|2459|6,93|0,855|2,01|"valley:lava river:volcano:island:desert"|"frigid:arid:superheated"
888|"Titanium Enigma Rho"|6468|xx|1,231|1,91|"jungle:barren"|"rocky:arid:hot:superheated:temperate"
889|"Asahi Horizon Secant"|2713|1,34|0,888|1,15|"lakes:grassy hill"|"humid:superheated:hot:arid"
890|"Asahi Horizon Prime"|2713|6,76|0,941|1,93|"plateau:valley"|"arid:frigid:frozen"
891|"Asahi Horizon Decimal"|2713|7,59|1,018|1,95|"ocean:ice canyon:ice cave:scrubland:cave:canyons:jungle:acid pool"|"subartic:arid:rocky:artic:tropical:superheated:frozen"
